file_path,router_name,method,path,handler,decorator_line,handler_start_line,handler_end_line,tags,response_model,status_code,auth_required,db_tables,external_calls
backend\api\v1\onboarding.py,app,GET,/stats,get_migration_stats,3561,3562,3591,,,,True,,
backend\api\v1\onboarding.py,app,GET,/validate/{user_id},validate_migration,3594,3595,3615,,,,True,,
backend\api\v1\onboarding.py,app,GET,/health,migration_health_check,3618,3619,3641,,,,True,,
backend\api\v1\onboarding.py,app,POST,/cleanup,cleanup_failed_migrations,3644,3645,3662,,,,True,,
backend\api\v1\onboarding.py,app,GET,/user/{user_id}/status,get_user_migration_status,3665,3666,3703,,,,True,,
backend\api\v1\onboarding.py,app,GET,/workspace/{workspace_id}/summary,get_workspace_migration_summary,3706,3707,3763,,,,True,,
backend\api\v1\onboarding.py,app,GET,/progress,get_migration_progress,3766,3767,3801,,,,True,,
backend\api\v1\onboarding.py,app,GET,/legacy-status/{user_id},get_legacy_status,3804,3805,3838,,,,True,,
backend\api\v1\onboarding.py,app,GET,/comparison,get_legacy_vs_new_comparison,3841,3842,3911,,,,True,,
backend\api\v1\onboarding.py,app,POST,/migrate/batch,migrate_large_batch,3914,3915,3935,,,,True,,
backend\api\v1\onboarding.py,app,GET,/admin/users/unmigrated,get_unmigrated_users,3973,3974,4003,,,,True,,
backend\api\v1\onboarding.py,app,GET,/admin/users/migrated,get_migrated_users,4006,4007,4039,,,,True,,
backend\api\v1\onboarding.py,app,GET,/admin/users/migration-details,get_detailed_migration_details,4042,4043,4096,,,,True,,
backend\api\v1\payments.py,app,POST,/initiate,initiate_payment,105,106,199,,PaymentInitiateResponse,,True,,
backend\api\v1\payments.py,app,GET,/plans,get_payment_plans,202,203,220,,,,True,,
backend\api\v1\payments.py,app,GET,/status/{merchant_order_id},get_payment_status,223,224,250,,PaymentStatusResponse,,True,,
backend\api\v1\payments.py,app,POST,/webhook,handle_webhook,253,254,301,,,,True,,
backend\api\v1\payments.py,app,POST,/refund,refund_payment,304,305,357,,RefundResponse,,True,,
backend\api\v1\payments.py,app,GET,/health,health_check,360,361,372,,,,True,,
backend\api\v1\payments\analytics.py,app,GET,/overview,get_payment_analytics_overview,24,25,87,,,,True,,
backend\api\v1\payments\analytics.py,app,GET,/conversion-rates,get_conversion_rates,90,91,127,,,,True,,
backend\api\v1\payments\analytics.py,app,GET,/failure-reasons,get_failure_reasons,130,131,173,,,,True,,
backend\api\v1\payments\analytics.py,app,GET,/revenue,get_revenue_metrics,176,177,213,,,,True,,
backend\api\v1\payments\analytics.py,app,GET,/dashboard,get_payment_dashboard,216,217,274,,,,True,,
backend\api\v1\payments\analytics.py,app,POST,/track-event,track_payment_event,277,278,335,,,,True,,
backend\api\v1\payments_enhanced.py,app,POST,/initiate,initiate_payment_enhanced,194,195,444,,PaymentInitiateResponse,,True,,
backend\api\v1\payments_enhanced.py,app,POST,/status,get_payment_status_enhanced,447,448,543,,PaymentStatusResponse,,True,,
backend\api\v1\payments_enhanced.py,app,POST,/webhook,handle_webhook_enhanced,546,547,637,,,,True,,
backend\api\v1\payments_enhanced.py,app,POST,/refund,process_refund_enhanced,640,641,756,,RefundResponse,,True,,
backend\api\v1\payments_enhanced.py,app,GET,/security/status,get_security_status,759,760,793,,,,True,,
backend\api\v1\payments_enhanced.py,app,GET,/analytics/summary,get_payment_analytics,796,797,825,,,,True,,
backend\api\v1\payments_v2.py,app,POST,/initiate,initiate_payment,69,70,127,,InitiatePaymentResponse,,True,,
backend\api\v1\payments_v2.py,app,GET,/status/{merchant_order_id},get_payment_status,130,131,179,,StatusResponse,,True,,
backend\api\v1\payments_v2.py,app,GET,/plans,get_payment_plans,182,183,192,,PlansResponse,,True,,
backend\api\v1\payments_v2.py,app,POST,/webhook,handle_webhook,195,196,239,,WebhookResponse,,True,,
backend\api\v1\payments_v2.py,app,GET,/health,health_check,242,243,262,,,,True,,
backend\api\v1\payments_v2_secure.py,app,POST,/initiate,initiate_payment,103,104,245,,SecurePaymentResponse,,True,,
backend\api\v1\payments_v2_secure.py,app,GET,/status/{merchant_order_id},get_payment_status,248,249,313,,SecurePaymentResponse,,True,,
backend\api\v1\payments_v2_secure.py,app,POST,/refund,process_refund,316,317,441,,SecureRefundResponse,,True,,
backend\api\v1\payments_v2_secure.py,app,POST,/webhook,handle_webhook,444,445,523,,,,True,,
backend\api\v1\payments_v2_secure.py,app,GET,/plans,get_payment_plans,526,527,542,,,,True,,
backend\api\v1\payments_v2_secure.py,app,GET,/health,health_check,545,546,580,,,,True,,
backend\api\v1\payments_v2_secure.py,app,GET,/security-stats,get_security_statistics,583,584,630,,,,True,,
backend\api\v1\rate_limit.py,app,GET,/status,get_rate_limit_status,19,20,33,,,,True,,
backend\api\v1\rate_limit.py,app,GET,/client/{client_id},get_client_rate_limit_info,36,37,60,,,,True,,
backend\api\v1\rate_limit.py,app,POST,/reset/{client_id},reset_client_rate_limit,63,64,77,,,,True,,
backend\api\v1\rate_limit.py,app,POST,/block/{client_id},block_client_temporarily,80,81,95,,,,True,,
backend\api\v1\rate_limit.py,app,GET,/test,test_rate_limit,98,99,124,,,,True,,
backend\api\v1\redis_metrics.py,app,GET,/redis-metrics,get_redis_metrics,26,27,85,,,,True,,
backend\api\v1\redis_metrics.py,app,GET,/redis-stats,get_redis_stats,88,89,141,,,,True,,
backend\api\v1\redis_metrics.py,app,POST,/redis-test,test_redis_operations,144,145,198,,,,True,,
backend\api\v1\search.py,app,GET,/sync,sync_search,46,47,63,,SearchResponse,,True,,
backend\api\v1\search.py,app,POST,/async,async_search_trigger,66,67,82,,,,True,,
backend\api\v1\sessions.py,app,POST,/,create_session,48,49,103,,,,True,,
backend\api\v1\sessions.py,app,GET,/{session_id},get_session,106,107,137,,,,True,,
backend\api\v1\sessions.py,app,PUT,/{session_id},update_session,140,141,183,,,,True,,
backend\api\v1\sessions.py,app,DELETE,/{session_id},terminate_session,186,187,225,,,,True,,
backend\api\v1\sessions.py,app,GET,/user/{user_id},get_user_sessions,228,229,253,,,,True,,
backend\api\v1\sessions.py,app,GET,/workspace/{workspace_id},get_workspace_sessions,256,257,283,,,,True,,
backend\api\v1\sessions.py,app,GET,/types,get_session_types,286,287,297,,,,True,,
backend\api\v1\sessions.py,app,GET,/analytics/dashboard,get_dashboard_analytics,300,301,323,,,,True,,
backend\api\v1\sessions.py,app,GET,/analytics/user/{user_id},get_user_analytics,326,327,371,,,,True,,
backend\api\v1\sessions.py,app,GET,/analytics/performance,get_performance_analytics,374,375,400,,,,True,,
backend\api\v1\sessions.py,app,GET,/analytics/trends,get_resource_trends,403,404,425,,,,True,,
backend\api\v1\sessions.py,app,GET,/stats,get_session_stats,428,429,460,,,,True,,
backend\api\v1\storage.py,app,POST,/storage/upload-url,generate_upload_url,43,44,96,,,,True,,
backend\api\v1\storage.py,app,POST,/storage/download-url,generate_download_url,99,100,143,,,,True,,
backend\api\v1\storage.py,app,POST,/storage/file-info,get_file_info,146,147,195,,,,True,,
backend\api\v1\storage.py,app,DELETE,/storage/file,delete_file,198,199,240,,,,True,,
backend\api\v1\storage.py,app,GET,/storage/usage/{user_id},get_storage_usage,243,244,277,,,,True,,
backend\api\v1\storage.py,app,POST,/storage/cleanup,cleanup_storage_files,280,281,303,,,,True,,
backend\api\v1\storage.py,app,DELETE,/storage/files/{storage_path:path},delete_storage_file,306,307,337,,,,True,,
backend\api\v1\storage.py,app,GET,/storage/workspace/{workspace_id}/usage,get_workspace_storage_usage,340,341,366,,,,True,,
backend\api\v1\storage.py,app,GET,/storage/health,storage_health_check,369,370,405,,,,True,,
backend\api\v1\strategic_command.py,app,POST,/blueprint,create_blueprint,33,34,66,,,,True,,
backend\api\v1\strategic_command.py,app,GET,/agenda,get_hierarchical_agenda,69,70,113,,,,True,,
backend\api\v1\strategic_command.py,app,GET,/agenda/daily,get_daily_agenda,116,117,138,,,,True,,
backend\api\v1\strategic_command.py,app,PATCH,/tasks/{task_id}/status,update_task_status,141,142,178,,,,True,,
backend\api\v1\strategic_command.py,app,GET,/reasoning/{entity_id},get_expert_reasoning,181,182,198,,,,True,,
backend\api\v1\strategic_command.py,app,POST,/moves/{move_id}/conclude,conclude_move,201,202,252,,,,True,,
backend\api\v1\titan.py,app,POST,/research,execute_research,54,55,89,,TitanResearchResponse,,True,,
backend\api\v1\titan.py,app,GET,/status/{request_id},get_research_status,92,93,104,,,,True,,
backend\api\v1\usage.py,app,GET,/ai-costs,get_ai_costs,22,23,94,,,,True,,
backend\api\v1\usage.py,app,GET,/usage-summary,get_usage_summary,97,98,145,,,,True,,
backend\api\v1\users.py,app,GET,/me,get_user_profile,38,39,43,,UserResponse,,True,,
backend\api\v1\users.py,app,PUT,/me,update_user_profile,46,47,80,,UserResponse,,True,,
backend\api\v1\users.py,app,DELETE,/me,delete_user_account,83,84,117,,,,True,,
backend\api\v1\users.py,app,GET,/me/usage,get_user_usage,120,121,189,,,,True,,
backend\api\v1\users.py,app,GET,/me/billing,get_user_billing,192,193,251,,,,True,,
backend\api\v1\users.py,app,POST,/me/upgrade-plan,upgrade_subscription_plan,254,255,318,,,,True,,
backend\api\v1\users.py,app,GET,/me/preferences,get_user_preferences,321,322,326,,,,True,,
backend\api\v1\users.py,app,PUT,/me/preferences,update_user_preferences,329,330,351,,,,True,,
backend\api\v1\users.py,app,POST,/me/complete-onboarding,complete_onboarding,354,355,377,,,,True,,
backend\api\v1\users.py,app,GET,/me/notifications,get_user_notifications,380,381,411,,,,True,,
backend\api\v1\users.py,app,POST,/me/mark-notifications-read,mark_notifications_read,414,415,426,,,,True,,
backend\api\v1\users.py,app,GET,/me/api-keys,get_user_api_keys,429,430,463,,,,True,,
backend\api\v1\users.py,app,POST,/me/api-keys,create_api_key,466,467,504,,,,True,,
backend\api\v1\users.py,app,DELETE,/me/api-keys/{key_id},revoke_api_key,507,508,523,,,,True,,
backend\api\v1\users.py,app,GET,/me/activity,get_user_activity,526,527,566,,,,True,,
backend\api\v1\validation.py,app,POST,/validate,validate_request,143,144,199,,ValidationResponse,,True,,
backend\api\v1\validation.py,app,POST,/analyze-threats,analyze_threats,202,203,246,,ThreatAnalysisResponse,,True,,
backend\api\v1\validation.py,app,GET,/metrics,get_validation_metrics,249,250,276,,ValidationMetricsResponse,,True,,
backend\api\v1\validation.py,app,GET,/threat-summary,get_threat_intelligence_summary,279,280,293,,,,True,,
backend\api\v1\validation.py,app,POST,/optimize-performance,configure_performance_optimization,296,297,333,,,,True,,
backend\api\v1\validation.py,app,GET,/cache-stats,get_cache_statistics,336,337,351,,,,True,,
backend\api\v1\validation.py,app,DELETE,/cache,clear_validation_cache,354,355,370,,,,True,,
backend\api\v1\validation.py,app,GET,/alerts,get_active_alerts,374,375,404,,,,True,,
backend\api\v1\validation.py,app,GET,/alerts/summary,get_alerts_summary,407,408,421,,,,True,,
backend\api\v1\validation.py,app,POST,/alerts/{alert_id}/acknowledge,acknowledge_alert,424,425,439,,,,True,,
backend\api\v1\validation.py,app,POST,/alerts/{alert_id}/resolve,resolve_alert,442,443,457,,,,True,,
backend\api\v1\validation.py,app,POST,/alert-rules,create_alert_rule,460,461,504,,,,True,,
backend\api\v1\validation.py,app,GET,/health,validation_health_check,508,509,559,,,,True,,
backend\api\v1\workspaces.py,app,GET,/,list_workspaces,38,39,53,,,,True,,
backend\api\v1\workspaces.py,app,POST,/,create_workspace,56,57,118,,WorkspaceResponse,,True,,
backend\api\v1\workspaces.py,app,GET,/{workspace_id},get_workspace,121,122,134,,WorkspaceResponse,,True,,
backend\api\v1\workspaces.py,app,PUT,/{workspace_id},update_workspace,137,138,182,,WorkspaceResponse,,True,,
backend\api\v1\workspaces.py,app,DELETE,/{workspace_id},delete_workspace,185,186,214,,,,True,,
backend\api\v1\workspaces.py,app,GET,/{workspace_id}/settings,get_workspace_settings,217,218,230,,,,True,,
backend\api\v1\workspaces.py,app,PUT,/{workspace_id}/settings,update_workspace_settings,233,234,263,,,,True,,
backend\api\v1\workspaces.py,app,GET,/{workspace_id}/stats,get_workspace_stats,266,267,286,,,,True,,
backend\api\v1\workspaces.py,app,POST,/{workspace_id}/duplicate,duplicate_workspace,289,290,366,,,,True,,
backend\api\v1\workspaces.py,app,POST,/{workspace_id}/export,export_workspace_data,369,370,400,,,,True,,
backend\api\v1\workspaces.py,app,GET,/{workspace_id}/activity,get_workspace_activity,403,404,440,,,,True,,
backend\backend-clean\services\payment_endpoints.py,app,POST,/initiate,initiate_payment,74,75,126,,PaymentInitiateResponse,,True,,
backend\backend-clean\services\payment_endpoints.py,app,GET,/status/{merchant_order_id},get_payment_status,129,130,149,,PaymentStatusResponse,,True,,
backend\backend-clean\services\payment_endpoints.py,app,POST,/webhook,handle_webhook,152,153,188,,,,True,,
backend\backend-clean\services\payment_endpoints.py,app,POST,/refund,refund_payment,191,192,219,,RefundResponse,,True,,
backend\backend-clean\services\payment_endpoints.py,app,GET,/health,health_check,222,223,249,,,,True,,
backend\docs\api\documentation_generator.py,app,GET,/docs/openapi.json,get_openapi_json,277,278,281,,,,True,,
backend\docs\api\documentation_generator.py,app,GET,/docs/postman,get_postman_collection,283,284,287,,,,True,,
backend\docs\api\documentation_generator.py,app,GET,/docs/interactive,get_interactive_examples,289,290,293,,,,True,,
backend\docs\api\documentation_generator.py,app,GET,/docs/tutorials,get_tutorials,295,296,299,,,,True,,
backend\docs\api\documentation_generator.py,app,GET,/docs/best-practices,get_best_practices,301,302,305,,,,True,,
backend\docs\api\documentation_generator.py,app,GET,/docs/troubleshooting,get_troubleshooting,307,308,311,,,,True,,
backend\docs\interactive_docs.py,app,POST,/docs/test-api,test_api,631,632,634,,APITestResponse,,True,,
backend\docs\interactive_docs.py,app,GET,/docs/interactive,interactive_docs,636,637,639,,,,True,,
backend\domains\agents\router.py,app,POST,/tasks,create_task,29,30,45,,TaskResponse,,True,,
backend\domains\agents\router.py,app,GET,/tasks/{task_id},get_task,48,49,64,,,,True,,
backend\domains\agents\router.py,app,POST,/tasks/{task_id}/execute,execute_task,67,68,78,,,,True,,
backend\domains\agents\router.py,app,GET,/tasks,list_tasks,81,82,89,,,,True,,
backend\domains\auth\router.py,app,POST,/signup,signup,61,62,83,,AuthResponse,,True,,
backend\domains\auth\router.py,app,POST,/login,login,86,87,104,,AuthResponse,,True,,
backend\domains\auth\router.py,app,POST,/logout,logout,107,108,113,,,,True,,
backend\domains\auth\router.py,app,POST,/refresh,refresh_token,116,117,133,,,,True,,
backend\domains\auth\router.py,app,GET,/me,get_me,139,140,156,,ProfileResponse,,True,,
backend\domains\auth\router.py,app,GET,/profile/{user_id},get_profile,159,160,172,,,,True,,
backend\domains\auth\router.py,app,GET,/workspaces,list_workspaces,178,179,184,,,,True,,
backend\domains\auth\router.py,app,POST,/workspaces,create_workspace,187,188,201,,,,True,,
backend\domains\auth\router.py,app,GET,/workspaces/{workspace_id},get_workspace,204,205,220,,,,True,,
backend\domains\onboarding\router.py,app,GET,/state,get_onboarding_state,36,37,49,,,,True,,
backend\domains\onboarding\router.py,app,POST,/foundation,save_foundation,52,53,67,,,,True,,
backend\domains\onboarding\router.py,app,GET,/foundation,get_foundation,70,71,80,,,,True,,
backend\domains\onboarding\router.py,app,POST,/icps/generate,generate_icps,83,84,96,,,,True,,
backend\domains\onboarding\router.py,app,GET,/icps,get_icps,99,100,106,,,,True,,
backend\domains\payments\router.py,app,POST,/create,create_payment,35,36,61,,PaymentResponse,,True,,
backend\domains\payments\router.py,app,GET,/status/{merchant_order_id},check_payment_status,64,65,78,,,,True,,
backend\domains\payments\router.py,app,POST,/webhook,payment_webhook,81,82,92,,,,True,,
backend\domains\payments\router.py,app,GET,/history,get_payment_history,95,96,103,,,,True,,
backend\domains\payments\router.py,app,GET,/subscription,get_subscription,106,107,118,,,,True,,
backend\muse_test_server.py,app,GET,/api/v1/muse/status,get_status,282,283,285,,,,True,,
backend\muse_test_server.py,app,POST,/api/v1/muse/generate,generate_content,287,288,293,,,,True,,
backend\muse_test_server.py,app,POST,/api/v1/muse/chat,chat,295,296,301,,,,True,,
backend\muse_test_server.py,app,GET,/,root,303,304,314,,,,True,,
backend\onboarding_routes.py,app,POST,/{session_id}/steps/{step_id},update_step_data,99,100,126,,,,True,,
backend\onboarding_routes.py,app,POST,/{session_id}/steps/{step_id}/run,run_step_processing,129,130,222,,,,True,,
backend\onboarding_routes.py,app,POST,/{session_id}/vault/upload,upload_file,225,226,271,,,,True,,
backend\onboarding_routes.py,app,POST,/{session_id}/vault/url,process_url,274,275,304,,,,True,,
backend\onboarding_routes.py,app,GET,/{session_id}/vault,get_vault_contents,307,308,312,,,,True,,
backend\onboarding_routes.py,app,GET,/{session_id}/steps/{step_id},get_step_data,315,316,327,,,,True,,
backend\onboarding_routes.py,app,DELETE,/{session_id}/vault/{item_id},delete_vault_item,330,331,340,,,,True,,
backend\onboarding_routes.py,app,POST,/{session_id}/finalize,finalize_onboarding,343,344,391,,,,True,,
backend\services\sota_ocr\api.py,app,POST,/process,process_document,109,110,155,,OCRProcessingResponse,,True,,
backend\services\sota_ocr\api.py,app,POST,/process/batch,process_batch_documents,158,159,209,,BatchProcessingResponse,,True,,
backend\services\sota_ocr\api.py,app,POST,/analyze,analyze_document,212,213,246,,DocumentAnalysisResponse,,True,,
backend\services\sota_ocr\api.py,app,GET,/status,get_system_status,249,250,281,,SystemStatusResponse,,True,,
backend\services\sota_ocr\api.py,app,GET,/models/performance,get_model_performance,284,285,307,,,,True,,
backend\services\sota_ocr\api.py,app,GET,/models/available,get_available_models,310,311,465,,,,True,,
backend\services\sota_ocr\api.py,app,GET,/health,health_check,468,469,480,,,,True,,
backend\services\sota_ocr\api.py,app,GET,/config,get_configuration,483,484,510,,,,True,,
backend\services\sota_ocr\api.py,app,POST,/config/update,update_configuration,513,514,539,,,,True,,
backend\services\sota_ocr\api.py,app,GET,/metrics,get_metrics,542,543,564,,,,True,,
backend\services\sota_ocr\api.py,app,POST,/test,test_ocr_processing,567,568,623,,,,True,,
backend\simple_backend.py,app,GET,/health,health_check,234,235,257,,,,True,,
backend\simple_backend.py,app,POST,/api/v1/onboarding/{session_id}/steps/{step_id},update_step_data,260,261,286,,,,True,,
backend\simple_backend.py,app,POST,/api/v1/onboarding/{session_id}/vault/upload,upload_file,289,290,331,,,,True,,
backend\simple_backend.py,app,POST,/api/v1/onboarding/{session_id}/vault/url,process_url,334,335,369,,,,True,,
backend\simple_backend.py,app,GET,/api/v1/onboarding/{session_id}/vault,get_vault_contents,372,373,382,,,,True,,
backend\simple_backend.py,app,GET,/api/v1/onboarding/{session_id}/steps/{step_id},get_step_data,385,386,401,,,,True,,
backend\simple_backend.py,app,GET,/api/v1/onboarding/{session_id},get_session_data_endpoint,404,405,412,,,,True,,
backend\simple_backend.py,app,DELETE,/api/v1/onboarding/{session_id}/vault/{item_id},delete_vault_item,415,416,429,,,,True,,
backend\standalone_phonepe_test.py,app,GET,/,root,42,43,50,,,,True,,
backend\standalone_phonepe_test.py,app,GET,/health,health_check,53,54,60,,,,True,,
backend\standalone_phonepe_test.py,app,GET,/api/payments/v2/health,payments_health,63,64,95,,,,True,,
backend\standalone_phonepe_test.py,app,POST,/api/payments/v2/initiate,initiate_payment,98,99,153,,,,True,,
backend\standalone_phonepe_test.py,app,GET,/api/payments/v2/status/{merchant_order_id},check_payment_status,156,157,173,,,,True,,
backend\standalone_phonepe_test.py,app,POST,/api/payments/v2/webhook,handle_webhook,176,177,193,,,,True,,
backend\tests\test_backend.py,app,GET,/health,health_check,28,29,35,,,,True,,
backend\tests\test_backend.py,app,GET,/test,test_endpoint,38,39,41,,,,True,,
backend\tests\test_sentry_integration.py,app,GET,/test,test_endpoint,754,755,756,,,,True,,
backend\tests\test_sentry_integration.py,app,GET,/error,error_endpoint,758,759,760,,,,True,,
backend\tests\test_sentry_integration.py,app,POST,/test-post,test_post_endpoint,809,810,811,,,,True,,
